ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1237	"ENSG00000167291.11"	"TBC1D16"	chr17	-	77966030	77966142	77966597	77966657	77926455	77926617	77967394	77967433	1237	2,0	0,0	0,0	2,0	159	199	1	1.0	1.0,NA	0.0,NA	1.0
1238	"ENSG00000186910.3"	"SERPINA11"	chr14	-	94912667	94912789	94914468	94914597	94909414	94909562	94919065	94919127	1238	18,18	209,106	14,9	125,45	199	199	0.520380288181	1.0	0.079,0.145	0.101,0.167	-0.022
124	"ENSG00000214765.4"	"SEPT7P2"	chr7	-	45791127	45791245	45796507	45796591	45788224	45788313	45797641	45797776	124	16,9	23,43	9,10	28,36	183	199	0.568468083737	1.0	0.431,0.185	0.259,0.232	0.063
1242	"ENSG00000051825.10"	"MPHOSPH9"	chr12	-	123687170	123687631	123687660	123687922	123686710	123686866	123694602	123694709	1242	16,18	13,27	8,29	13,33	199	199	0.83468394862	1.0	0.552,0.4	0.381,0.468	0.052
1252	"ENSG00000168803.10"	"ADAL"	chr15	+	43625508	43625632	43627142	43627368	43624097	43624198	43627893	43628024	1252	7,12	18,12	13,6	15,15	199	199	0.982961489492	1.0	0.28,0.5	0.464,0.286	0.015
1253	"ENSG00000024048.6"	"UBR2"	chr6	+	42584977	42585076	42585146	42585245	42583739	42583828	42600289	42600453	1253	10,3	35,60	2,13	29,61	198	198	0.761013294158	1.0	0.222,0.048	0.065,0.176	0.015
1254	"ENSG00000024048.6"	"UBR2"	chr6	+	42584951	42585076	42585146	42585245	42583739	42583828	42600289	42600453	1254	4,2	35,60	2,4	29,61	199	198	0.940924760207	1.0	0.102,0.032	0.064,0.061	0.005
1255	"ENSG00000024048.6"	"UBR2"	chr6	+	42584903	42585076	42585146	42585245	42583739	42583828	42600289	42600453	1255	4,5	35,60	2,4	29,61	199	198	0.608100968224	1.0	0.102,0.077	0.064,0.061	0.027
1258	"ENSG00000087586.13"	"AURKA"	chr20	-	54963367	54963562	54963742	54963840	54963211	54963258	54965611	54965721	1258	31,15	1,3	31,7	0,0	197	199	0.773223168866	1.0	0.969,0.835	1.0,1.0	-0.098
1259	"ENSG00000166548.11"	"TK2"	chr16	-	66570866	66570920	66575781	66575856	66565282	66565372	66582880	66582912	1259	93,75	40,8	58,56	10,15	174	153	0.812086764441	1.0	0.672,0.892	0.836,0.767	-0.019
1263	"ENSG00000077232.12"	"DNAJC10"	chr2	+	183597225	183597269	183600975	183601113	183595756	183595834	183604271	183604436	1263	118,87	33,76	103,72	43,49	143	199	0.884065713279	1.0	0.833,0.614	0.769,0.672	0.003
1267	"ENSG00000092621.7"	"PHGDH"	chr1	+	120266941	120267092	120267407	120267498	120265998	120266064	120269473	120269528	1267	0,1	2,2	0,0	7,0	199	190	1	1.0	0.0,0.323	0.0,NA	0.162
1271	"ENSG00000113387.7"	"SUB1"	chr5	+	32588617	32588690	32591668	32591723	32571196	32571280	32599066	32599175	1271	15,3	0,1	17,4	0,0	172	154	1	1.0	1.0,0.729	1.0,1.0	-0.135
1272	"ENSG00000113387.7"	"SUB1"	chr5	+	32588617	32588690	32591668	32591791	32571196	32571280	32599066	32599175	1272	15,3	1346,928	17,4	1021,1310	172	199	0.750581472021	1.0	0.013,0.004	0.019,0.004	-0.003
1273	"ENSG00000160741.12"	"CRTC2"	chr1	-	153924493	153924716	153925046	153925126	153921590	153921860	153925280	153925310	1273	2,7	0,0	11,5	2,1	179	199	1	1.0	1.0,1.0	0.859,0.848	0.147
1277	"ENSG00000156011.12"	"PSD3"	chr8	-	18729135	18730243	18793543	18793652	18725183	18725579	18871072	18871196	1277	4,3	15,10	5,4	17,24	199	199	0.651488015404	1.0	0.211,0.231	0.227,0.143	0.036
1281	"ENSG00000258984.1"	"UBE2F-SCLY"	chr2	+	238925207	238925275	238933982	238934053	238903385	238903451	238944518	238944581	1281	20,28	2,5	21,23	1,6	167	170	0.808873409315	1.0	0.911,0.851	0.955,0.796	0.006
1283	"ENSG00000258984.1"	"UBE2F-SCLY"	chr2	+	238925207	238925275	238939196	238939254	238903385	238903451	238940862	238940895	1283	21,28	225,120	21,22	134,210	167	157	0.56937493421	1.0	0.081,0.18	0.128,0.09	0.022
1290	"ENSG00000164171.6"	"ITGA2"	chr5	+	52374601	52374704	52376340	52376451	52371050	52371134	52377421	52377526	1290	99,155	276,589	28,87	127,189	199	199	0.560553810033	1.0	0.264,0.208	0.181,0.315	-0.012
1295	"ENSG00000197594.7"	"ENPP1"	chr6	+	132189157	132189266	132190497	132190629	132186031	132186078	132193209	132193241	1295	203,185	825,635	122,72	427,345	199	199	0.635346959694	1.0	0.197,0.226	0.222,0.173	0.014
1296	"ENSG00000104450.8"	"SPAG1"	chr8	+	101226046	101226146	101232506	101232659	101225317	101225656	101237400	101237567	1296	0,3	16,37	0,3	17,15	199	199	0.558653353213	1.0	0.0,0.075	0.0,0.167	-0.046
1298	"ENSG00000161904.7"	"LEMD2"	chr6	-	33748853	33748930	33752128	33752296	33747876	33747956	33756157	33756607	1298	0,4	106,89	4,0	101,140	199	176	0.723498424346	1.0	0.0,0.038	0.034,0.0	0.002
1300	"ENSG00000158296.9"	"SLC13A3"	chr20	-	45212210	45212308	45216697	45216802	45194867	45195029	45217798	45217894	1300	26,28	2,0	16,3	0,1	199	197	0.536828497648	1.0	0.928,1.0	1.0,0.748	0.09
1301	"ENSG00000112062.6"	"MAPK14"	chr6	+	36063763	36063858	36067964	36068044	36044313	36044385	36070347	36070426	1301	48,91	52,52	64,70	40,48	194	179	0.546416819823	1.0	0.46,0.618	0.596,0.574	-0.046
1303	"ENSG00000112062.6"	"MAPK14"	chr6	+	36063763	36063843	36067964	36068044	36044313	36044385	36070347	36070426	1303	119,161	52,52	119,114	40,48	179	179	0.95133194229	1.0	0.696,0.756	0.748,0.704	0.0
1314	"ENSG00000153317.10"	"ASAP1"	chr8	-	131370262	131370389	131414130	131414216	131249167	131249240	131455705	131455906	1314	17,20	5,14	21,0	5,4	185	199	0.654271403412	1.0	0.785,0.606	0.819,0.0	0.286
1316	"ENSG00000251322.3"	"SHANK3"	chr22	+	51150042	51150066	51152445	51152577	51144499	51144580	51153344	51153475	1316	2,4	0,3	6,0	0,0	123	199	1	1.0	1.0,0.683	1.0,NA	-0.158
1317	"ENSG00000085760.10"	"MTIF2"	chr2	-	55479396	55479465	55479612	55479789	55476530	55476670	55481176	55481337	1317	91,81	5,0	84,92	1,4	199	168	1	1.0	0.939,1.0	0.986,0.951	0.001
1318	"ENSG00000136931.5"	"NR5A1"	chr9	-	127262368	127262994	127265357	127265499	127255308	127255428	127265572	127265689	1318	41,17	186,39	39,5	93,46	199	199	0.948187024716	1.0	0.181,0.304	0.295,0.098	0.046
1319	"ENSG00000149311.13"	"ATM"	chr11	+	108095510	108095598	108097112	108097179	108093842	108093913	108098321	108098423	1319	13,8	1,0	3,11	0,2	187	166	0.576746155429	1.0	0.92,1.0	1.0,0.83	0.045
1323	"ENSG00000172671.15"	"ZFAND4"	chr10	-	46147413	46147481	46158989	46159290	46143922	46143982	46167719	46168210	1323	4,3	3,6	1,0	1,7	199	167	0.917390414804	1.0	0.528,0.296	0.456,0.0	0.184
1324	"ENSG00000172671.15"	"ZFAND4"	chr10	-	46148431	46148507	46158027	46158129	46147413	46147481	46158989	46159290	1324	2,2	6,26	0,1	9,16	199	175	0.651467840192	1.0	0.227,0.063	0.0,0.052	0.119
1325	"ENSG00000149925.12"	"ALDOA"	chr16	+	30077196	30077404	30078205	30078359	30075744	30075826	30078554	30078687	1325	17,13	10,16	3,4	2,5	199	199	0.850999986461	1.0	0.63,0.448	0.6,0.444	0.017
133	"ENSG00000185798.6"	"WDR53"	chr3	-	196287866	196288362	196293747	196294178	196281055	196281678	196295389	196295510	133	1,5	76,23	2,0	36,24	199	199	0.642776406506	1.0	0.013,0.179	0.053,0.0	0.07
1343	"ENSG00000056736.5"	"IL17RB"	chr3	+	53886025	53886153	53886897	53887024	53883681	53883822	53889320	53889368	1343	404,222	316,193	258,105	226,88	199	199	0.725488576587	1.0	0.561,0.535	0.533,0.544	0.01
1345	"ENSG00000056736.5"	"IL17RB"	chr3	+	53886025	53886153	53886897	53887024	53880610	53880675	53889320	53889368	1345	2,6	314,188	1,2	225,88	199	199	0.652061275536	1.0	0.006,0.031	0.004,0.022	0.005
1349	"ENSG00000056736.5"	"IL17RB"	chr3	+	53892375	53892462	53892597	53892637	53891651	53891717	53892745	53892845	1349	10,8	32,16	9,0	6,10	186	139	0.766349636022	1.0	0.189,0.272	0.529,0.0	-0.034
1351	"ENSG00000056736.5"	"IL17RB"	chr3	+	53886897	53887024	53890870	53891004	53883681	53883822	53891642	53892845	1351	6,6	0,0	2,2	5,2	199	199	1	1.0	1.0,1.0	0.286,0.5	0.607
1354	"ENSG00000056736.5"	"IL17RB"	chr3	+	53886897	53887024	53890870	53891004	53886025	53886153	53891642	53892845	1354	16,28	0,1	24,26	2,2	199	199	0.591296968125	1.0	1.0,0.966	0.923,0.929	0.057
1355	"ENSG00000162601.5"	"MYSM1"	chr1	-	59134101	59134238	59134303	59134354	59133518	59133593	59134655	59134710	1355	22,10	10,13	12,11	6,7	150	199	0.627810862447	1.0	0.745,0.505	0.726,0.676	-0.076
1359	"ENSG00000197713.10"	"RPE"	chr2	+	210868161	210868192	210874380	210874460	210867366	210867507	210880696	210880836	1359	4,0	414,246	0,0	248,202	130	179	0.642400094432	1.0	0.013,0.0	0.0,0.0	0.006
136	"ENSG00000137842.2"	"TMEM62"	chr15	+	43461790	43461875	43470804	43470909	43452591	43452992	43473378	43473497	136	41,51	9,22	30,38	12,9	184	199	0.884049928737	1.0	0.831,0.715	0.73,0.82	-0.002
1360	"ENSG00000012817.11"	"KDM5D"	chrY	-	21901413	21901548	21903203	21903374	21897506	21897636	21903620	21903743	1360	82,152	70,45	85,75	47,21	199	199	0.584344175195	1.0	0.539,0.772	0.644,0.781	-0.057
1362	"ENSG00000012817.11"	"KDM5D"	chrY	-	21903203	21903374	21903620	21903743	21897506	21897636	21905047	21905125	1362	11,12	8,3	21,10	7,4	199	199	0.587914723986	1.0	0.579,0.8	0.75,0.714	-0.042
1364	"ENSG00000140416.15"	"TPM1"	chr15	+	63335667	63335715	63335904	63336030	63334949	63335142	63336225	63336351	1364	4,0	6,5	0,0	5,4	147	199	1	1.0	0.474,0.0	0.0,0.0	0.237
1365	"ENSG00000140416.15"	"TPM1"	chr15	+	63353396	63353472	63353911	63353987	63353067	63353138	63354413	63354476	1365	220,193	28,7	176,157	20,13	175	175	0.525371590259	1.0	0.887,0.965	0.898,0.924	0.015
1369	"ENSG00000100578.10"	"KIAA0586"	chr14	+	58906787	58906878	58907938	58908061	58899105	58899175	58909423	58909598	1369	2,0	0,0	0,0	2,0	190	199	1	1.0	1.0,NA	0.0,NA	1.0
1376	"ENSG00000058673.11"	"ZC3H11A"	chr1	+	203800788	203800899	203802918	203802981	203799250	203799331	203807093	203807192	1376	125,132	48,60	98,127	46,47	199	162	0.956631946295	1.0	0.679,0.642	0.634,0.687	0.0
1383	"ENSG00000196177.8"	"ACADSB"	chr10	+	124797262	124797363	124799981	124800188	124793871	124794031	124800724	124800895	1383	96,131	393,289	63,82	269,225	199	199	0.52767279201	1.0	0.196,0.312	0.19,0.267	0.025
1387	"ENSG00000076685.14"	"NT5C2"	chr10	-	104866345	104866463	104871501	104871562	104865462	104865558	104899162	104899236	1387	4,1	72,113	1,3	69,69	160	199	0.8388515685	1.0	0.065,0.011	0.018,0.051	0.004
139	"ENSG00000102858.8"	"MGRN1"	chr16	+	4718265	4718313	4721391	4721460	4715102	4715152	4723498	4723523	139	150,119	122,101	118,89	102,60	147	168	0.709947983875	1.0	0.584,0.574	0.569,0.629	-0.02
1390	"ENSG00000151689.8"	"INPP1"	chr2	+	191213613	191213757	191224371	191224424	191208655	191208687	191224764	191225032	1390	5,5	0,1	0,4	0,0	199	152	1	1.0	1.0,0.792	NA,1.0	-0.104
1391	"ENSG00000273328.1"	"RP11-141M3.5"	chr3	+	42861122	42861203	42880585	42880771	42850905	42851024	42929029	42929193	1391	0,1	1,0	2,0	0,0	180	199	1	1.0	0.0,1.0	1.0,NA	-0.5
1393	"ENSG00000113719.11"	"ERGIC1"	chr5	+	172283093	172283314	172306394	172306516	172261337	172261436	172315701	172315763	1393	4,1	0,1	2,0	4,0	199	199	1	1.0	1.0,0.5	0.333,NA	0.417
1394	"ENSG00000113719.11"	"ERGIC1"	chr5	+	172283093	172283314	172315701	172315763	172261337	172261436	172324004	172324077	1394	4,0	104,119	3,0	66,58	199	161	0.552837434164	1.0	0.03,0.0	0.035,0.0	-0.003
1396	"ENSG00000103174.7"	"NAGPA"	chr16	-	5077338	5077380	5077846	5077894	5077135	5077199	5077980	5078186	1396	117,26	3,0	59,4	0,0	147	141	0.571608521245	1.0	0.974,1.0	1.0,1.0	-0.013
1398	"ENSG00000103174.7"	"NAGPA"	chr16	-	5080385	5080494	5081745	5081885	5078946	5079009	5083341	5083644	1398	35,6	60,25	9,5	27,7	199	199	0.924769058638	1.0	0.368,0.194	0.25,0.417	-0.052
14	"ENSG00000161395.8"	"PGAP3"	chr17	-	37830869	37830932	37840849	37841002	37830245	37830307	37842174	37842272	14	4,6	22,11	9,0	9,12	199	162	0.911545997686	1.0	0.129,0.307	0.449,0.0	-0.007
1400	"ENSG00000186001.8"	"LRCH3"	chr3	+	197581262	197581316	197585704	197585776	197579431	197579491	197592293	197592342	1400	38,28	12,12	20,26	13,8	153	171	0.552977540009	1.0	0.78,0.723	0.632,0.784	0.044
1404	"ENSG00000118985.10"	"ELL2"	chr5	-	95249474	95249638	95268335	95268417	95242226	95242486	95278705	95278753	1404	1,6	291,451	3,2	227,426	181	199	0.882661974438	1.0	0.004,0.014	0.014,0.005	-0.0
1406	"ENSG00000118985.10"	"ELL2"	chr5	-	95255127	95255249	95268335	95268417	95242226	95242486	95278705	95278753	1406	1,6	68,90	3,2	41,52	181	199	0.609154330735	1.0	0.016,0.068	0.074,0.041	-0.015
1408	"ENSG00000197930.8"	"ERO1L"	chr14	-	53113092	53113179	53118956	53119026	53110122	53110348	53119786	53120033	1408	1462,1341	6,3	658,1022	1,0	169	186	1	1.0	0.996,0.998	0.999,1.0	-0.003
1409	"ENSG00000148337.15"	"CIZ1"	chr9	-	130950141	130950213	130952607	130952723	130947825	130948055	130952966	130953141	1409	22,100	114,194	22,55	66,163	199	171	0.936223173745	1.0	0.142,0.307	0.223,0.225	0.0
141	"ENSG00000135365.11"	"PHF21A"	chr11	-	45959707	45959863	45967390	45967487	45958044	45958120	45967626	45967649	141	0,2	33,49	0,0	28,30	196	199	0.767481097925	1.0	0.0,0.04	0.0,0.0	0.02
1412	"ENSG00000153071.10"	"DAB2"	chr5	-	39382719	39383373	39388406	39388469	39381555	39381718	39388900	39388954	1412	2,5	23,48	3,1	12,30	162	199	0.978511531263	1.0	0.097,0.113	0.235,0.039	-0.032
1416	"ENSG00000196502.7"	"SULT1A1"	chr16	-	28620028	28620180	28621251	28621512	28619798	28619924	28631383	28631454	1416	2,0	155,161	0,0	116,112	199	199	0.759883743886	1.0	0.013,0.0	0.0,0.0	0.006
1420	"ENSG00000160087.16"	"UBE2J2"	chr1	-	1200162	1200210	1201477	1201670	1198725	1198766	1203241	1203372	1420	0,0	1,0	0,1	0,0	199	147	1	1.0	0.0,NA	NA,1.0	-1.0
1427	"ENSG00000143569.14"	"UBAP2L"	chr1	+	154201090	154201201	154207066	154207268	154199757	154199835	154207671	154207767	1427	138,174	48,15	127,146	25,30	199	199	0.825845697861	1.0	0.742,0.921	0.836,0.83	-0.001
1429	"ENSG00000122490.14"	"PQLC1"	chr18	-	77679183	77679400	77693968	77694022	77662420	77664183	77703328	77703462	1429	10,7	232,260	6,4	165,163	153	199	0.985171606009	1.0	0.053,0.034	0.045,0.031	0.005
1430	"ENSG00000122490.14"	"PQLC1"	chr18	-	77676325	77676479	77679183	77679400	77662419	77664183	77703328	77703462	1430	232,260	3,0	165,163	0,0	199	199	0.832124938323	1.0	0.987,1.0	1.0,1.0	-0.006
1431	"ENSG00000122490.14"	"PQLC1"	chr18	-	77676325	77676479	77693968	77694022	77662419	77664183	77703328	77703462	1431	10,7	3,0	6,4	0,0	153	199	1	1.0	0.813,1.0	1.0,1.0	-0.094
1436	"ENSG00000120860.6"	"CCDC53"	chr12	-	102419751	102419816	102433645	102433756	102406704	102406970	102437882	102437990	1436	53,68	105,97	28,73	76,77	199	164	0.925301847935	1.0	0.294,0.366	0.233,0.439	-0.006
144	"ENSG00000141644.13"	"MBD1"	chr18	-	47800555	47800723	47801346	47801415	47799933	47800233	47801498	47801615	144	53,38	3,22	42,10	8,7	168	199	0.561649610186	1.0	0.954,0.672	0.861,0.629	0.068
1440	"ENSG00000168393.8"	"DTYMK"	chr2	-	242619643	242619734	242621333	242621748	242617866	242618064	242625183	242625292	1440	2,2	331,120	0,1	194,105	199	190	0.711796568347	1.0	0.006,0.016	0.0,0.009	0.006
1445	"ENSG00000163904.8"	"SENP2"	chr3	+	185335267	185335399	185337086	185337290	185332351	185332528	185339613	185339693	1445	30,22	54,26	22,22	54,29	199	199	0.557075471922	1.0	0.357,0.458	0.289,0.431	0.047
1447	"ENSG00000091583.6"	"APOH"	chr17	-	64222145	64222242	64224137	64224314	64219815	64219892	64225433	64225540	1447	3710,3486	1775,2437	3609,3072	1520,3119	199	196	0.630285354328	1.0	0.673,0.585	0.7,0.492	0.033
1448	"ENSG00000091583.6"	"APOH"	chr17	-	64222145	64222242	64224137	64224278	64219815	64219892	64225433	64225540	1448	2,3	1775,2437	2,4	1520,3119	199	196	1	1.0	0.001,0.001	0.001,0.001	0.0
1450	"ENSG00000091583.6"	"APOH"	chr17	-	64212905	64213085	64216671	64216797	64208156	64208306	64219815	64219892	1450	5,0	7,4	0,2	3,4	199	199	0.939940233895	1.0	0.417,0.0	0.0,0.333	0.042
1451	"ENSG00000091583.6"	"APOH"	chr17	-	64212905	64213085	64216671	64216876	64210570	64210768	64219815	64219892	1451	2,3	29660,10101	13,5	15572,11116	199	199	1	1.0	0.0,0.0	0.001,0.0	-0.001
1453	"ENSG00000091583.6"	"APOH"	chr17	-	64212905	64213085	64216671	64216797	64210570	64210768	64219815	64219892	1453	3,0	29660,10101	3,2	15572,11116	199	199	1	1.0	0.0,0.0	0.0,0.0	0.0
1455	"ENSG00000091583.6"	"APOH"	chr17	-	64219815	64219892	64222145	64222308	64216671	64216860	64224137	64224314	1455	0,0	1821,2216	1,1	1188,1205	199	176	1	1.0	0.0,0.0	0.001,0.001	-0.001
1456	"ENSG00000091583.6"	"APOH"	chr17	-	64216671	64216860	64219815	64219892	64212905	64213085	64222145	64222242	1456	1789,2449	5119,5144	1516,3124	4382,5334	176	199	0.519825774563	1.0	0.283,0.35	0.281,0.398	-0.023
1463	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561697	43561826	43564031	43564138	43559100	43559367	43565277	43565371	1463	5,1	99,71	0,0	50,15	199	199	0.602192007675	1.0	0.048,0.014	0.0,0.0	0.031
1467	"ENSG00000034677.7"	"RNF19A"	chr8	-	101273769	101273983	101276261	101276423	101269569	101271474	101276898	101277013	1467	166,150	1,0	108,40	0,0	199	199	1	1.0	0.994,1.0	1.0,1.0	-0.003
1468	"ENSG00000091073.15"	"DTX2"	chr7	+	76099616	76099736	76106430	76106495	76092861	76093026	76109737	76110094	1468	0,0	6,0	5,2	0,0	199	164	1	1.0	0.0,NA	1.0,1.0	-1.0
1471	"ENSG00000159256.8"	"MORC3"	chr21	+	37721608	37721706	37728917	37729022	37717209	37717329	37732252	37732375	1471	40,18	53,45	8,23	40,19	197	199	0.860915661565	1.0	0.433,0.288	0.168,0.55	0.001
1475	"ENSG00000198380.8"	"GFPT1"	chr2	-	69597127	69597240	69601137	69601245	69590742	69590802	69614196	69614382	1475	63,61	0,2	55,36	0,1	199	199	0.84310660276	1.0	1.0,0.968	1.0,0.973	-0.002
1477	"ENSG00000198380.8"	"GFPT1"	chr2	-	69603100	69603173	69610055	69610139	69601137	69601245	69614196	69614382	1477	0,0	2,1	0,5	0,3	183	172	1	1.0	0.0,0.0	NA,0.61	-0.61
1479	"ENSG00000148737.11"	"TCF7L2"	chr10	+	114919678	114919751	114920377	114920450	114918425	114918476	114925313	114927437	1479	9,8	16,35	2,3	7,13	172	172	0.878110382756	1.0	0.36,0.186	0.222,0.188	0.068
148	"ENSG00000119698.7"	"PPP4R4"	chr14	+	94677478	94677608	94693611	94693715	94674800	94674903	94696923	94696956	148	3,0	5,2	6,2	8,13	199	199	0.828602038584	1.0	0.375,0.0	0.429,0.133	-0.094
1481	"ENSG00000148737.11"	"TCF7L2"	chr10	+	114919678	114919751	114920377	114920502	114917779	114917828	114925313	114927437	1481	5,6	20,6	1,4	3,3	172	199	0.539007102847	1.0	0.224,0.536	0.278,0.607	-0.063
1488	"ENSG00000148737.11"	"TCF7L2"	chr10	+	114918425	114918476	114919678	114919751	114917779	114917828	114920377	114920450	1488	3,4	4,3	0,4	1,3	150	172	0.913830554465	1.0	0.462,0.605	0.0,0.605	0.231
149	"ENSG00000167535.3"	"CACNB3"	chr12	+	49218731	49218751	49218945	49219026	49218451	49218516	49219216	49219275	149	2,1	8,7	0,0	1,0	119	180	1	1.0	0.274,0.178	0.0,NA	0.226
1491	"ENSG00000206562.7"	"METTL6"	chr3	-	15455527	15455669	15457004	15457164	15452836	15452944	15457278	15457449	1491	0,4	76,60	5,1	104,72	199	199	0.910083279644	1.0	0.0,0.063	0.046,0.014	0.002
1492	"ENSG00000206562.7"	"METTL6"	chr3	-	15455527	15455669	15457004	15457090	15452836	15452944	15457278	15457449	1492	1,8	76,60	4,5	104,72	185	199	0.57698139364	1.0	0.014,0.125	0.04,0.07	0.014
1493	"ENSG00000077616.6"	"NAALAD2"	chr11	+	89909139	89909230	89911020	89911285	89906991	89907083	89914787	89914869	1493	66,51	10,14	46,34	4,10	190	199	0.77024793767	1.0	0.874,0.792	0.923,0.781	-0.019
1497	"ENSG00000104331.4"	"IMPAD1"	chr8	-	57879668	57879777	57890070	57890247	57878749	57878911	57890608	57890704	1497	1,1	3,5	0,0	3,0	199	199	1	1.0	0.25,0.167	0.0,NA	0.209
1498	"ENSG00000124839.8"	"RAB17"	chr2	-	238486646	238486798	238490243	238490463	238485899	238486025	238494684	238494800	1498	0,0	874,268	4,0	313,91	199	199	0.55177110433	1.0	0.0,0.0	0.013,0.0	-0.006
1503	"ENSG00000124839.8"	"RAB17"	chr2	-	238486646	238486798	238490243	238490463	238485899	238486025	238494640	238494800	1503	2,0	1008,315	4,0	381,105	199	199	0.872850810133	1.0	0.002,0.0	0.01,0.0	-0.004
1504	"ENSG00000103148.11"	"NPRL3"	chr16	-	167299	167374	169124	169254	162620	162774	180520	180590	1504	29,8	16,49	28,18	26,29	199	174	0.565967594249	1.0	0.613,0.125	0.485,0.352	-0.049
1506	"ENSG00000160282.9"	"FTCD"	chr21	-	47558320	47558560	47558793	47558837	47557152	47557248	47565330	47565492	1506	79,47	23,3	30,17	4,6	143	199	0.656467118752	1.0	0.827,0.956	0.913,0.798	0.036
1507	"ENSG00000160282.9"	"FTCD"	chr21	-	47558421	47558560	47558793	47558837	47557152	47557248	47565330	47565492	1507	79,47	678,237	30,17	290,98	143	199	0.541194631974	1.0	0.14,0.216	0.126,0.194	0.018
1508	"ENSG00000105048.12"	"TNNT1"	chr19	-	55656911	55656933	55657812	55657834	55653224	55653288	55658048	55658075	1508	0,1	12,1	0,0	4,0	121	121	1	1.0	0.0,0.5	0.0,NA	0.25
1509	"ENSG00000111554.10"	"MDM1"	chr12	-	68719220	68719355	68720436	68720801	68716852	68717020	68724886	68725001	1509	5,8	0,0	8,24	2,2	199	199	1	1.0	1.0,1.0	0.8,0.923	0.138
1510	"ENSG00000111554.10"	"MDM1"	chr12	-	68719220	68719355	68720436	68720801	68718952	68719027	68724886	68725001	1510	5,10	0,0	8,25	0,4	199	199	1	1.0	1.0,1.0	1.0,0.862	0.069
1513	"ENSG00000100528.7"	"CNIH1"	chr14	-	54896965	54897122	54898825	54898938	54893653	54894559	54903086	54903155	1513	106,140	7,12	54,55	4,2	199	199	0.873313172219	1.0	0.938,0.921	0.931,0.965	-0.018
1518	"ENSG00000115966.12"	"ATF2"	chr2	-	175979417	175979596	175982717	175982846	175976295	175976382	175982978	175983097	1518	200,232	0,0	180,346	0,4	199	199	0.823285590791	1.0	1.0,1.0	1.0,0.989	0.006
1520	"ENSG00000047849.17"	"MAP4"	chr3	-	47960208	47960331	47963254	47963368	47957440	47958664	47969717	47969840	1520	214,288	123,203	186,243	104,198	199	199	0.692101998213	1.0	0.635,0.587	0.641,0.551	0.015
1522	"ENSG00000111880.11"	"RNGTT"	chr6	-	89333094	89333253	89345424	89345498	89323990	89324114	89388071	89388138	1522	0,2	0,6	0,1	3,0	173	199	1	1.0	NA,0.277	0.0,1.0	-0.223
1523	"ENSG00000171130.13"	"ATP6V0E2"	chr7	+	149573068	149573178	149575514	149575672	149572686	149572734	149575766	149575879	1523	0,0	1,0	0,1	1,0	199	199	1	1.0	0.0,NA	0.0,1.0	-0.5
1525	"ENSG00000242485.1"	"MRPL20"	chr1	-	1337738	1337805	1337841	1337981	1337292	1337636	1341188	1341266	1525	0,5	12,5	3,2	13,3	199	166	0.963549255961	1.0	0.0,0.455	0.161,0.357	-0.032
1528	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120873	29120911	29120964	29121112	29115382	29115473	29121230	29121355	1528	39,48	1,2	45,29	0,0	199	137	0.610094828178	1.0	0.964,0.943	1.0,1.0	-0.046
1535	"ENSG00000115484.10"	"CCT4"	chr2	-	62107420	62107529	62110593	62110683	62106003	62106146	62112154	62112207	1535	61,91	167,156	54,57	108,105	189	199	0.584846368545	1.0	0.278,0.38	0.345,0.364	-0.025
1538	"ENSG00000137776.12"	"SLTM"	chr15	-	59205697	59205895	59209133	59209198	59204761	59204809	59224554	59224642	1538	73,40	35,27	68,28	27,35	164	199	0.559839244217	1.0	0.717,0.643	0.753,0.493	0.057
1540	"ENSG00000176720.3"	"BOK"	chr2	+	242498869	242499118	242499485	242499679	242498135	242498408	242501762	242501891	1540	22,5	2,0	11,3	1,0	199	199	0.824387772394	1.0	0.917,1.0	0.917,1.0	0.0
1542	"ENSG00000130402.7"	"ACTN4"	chr19	+	39218585	39218666	39218955	39219021	39217596	39217743	39219635	39219794	1542	384,333	1,0	238,98	1,0	180	165	1	1.0	0.997,1.0	0.995,1.0	0.001
1543	"ENSG00000130402.7"	"ACTN4"	chr19	+	39200896	39200982	39201915	39202001	39200034	39200116	39205108	39205201	1543	305,220	48,26	257,134	35,18	185	185	0.910567690139	1.0	0.864,0.894	0.88,0.882	-0.002
1544	"ENSG00000174371.12"	"EXO1"	chr1	+	242015593	242015713	242016659	242016783	242013710	242013888	242020646	242020784	1544	8,7	15,18	8,8	9,19	199	199	0.601799758769	1.0	0.348,0.28	0.471,0.296	-0.069
1545	"ENSG00000174371.12"	"EXO1"	chr1	+	242015593	242015713	242016659	242016774	242013710	242013888	242020646	242020784	1545	8,7	3,0	8,8	0,3	199	199	0.949789892465	1.0	0.727,1.0	1.0,0.727	0.0
1550	"ENSG00000178295.10"	"GEN1"	chr2	+	17952262	17952365	17952462	17952554	17950004	17950078	17953900	17954051	1550	0,3	0,12	0,2	7,9	199	191	1	1.0	NA,0.194	0.0,0.176	0.106
